incident_id,date,title,deployer_developer_countries
594,2023-08-10,AI Meal Planner Suggests Hazardous Chlorine Gas Recipe,NZL
595,2023-08-11,Driverless Cruise Cars Immobilized in San Francisco Traffic Jam,USA
596,2023-10-17,Cruise's Autonomous Vehicles Allegedly Engaging in Risky Behavior Near Pedestrians,USA
597,2023-10-20,Female Students at Westfield High School in New Jersey Reportedly Targeted with Deepfake Nudes,USA
598,2022-11-25,False Arrest of Georgia Man Due to Louisiana Police's Faulty Facial Recognition Technology,USA
599,2023-11-08,Stacking robot fatally crushes employee in South Korea,KOR
600,2023-04-01,South Korean man used AI to create sexual images of children,KOR
601,2023-10-08,AI-Generated Fake Audio of Verbal Abuse Incident Circulates of British Labour Leader Keir Starmer,GBR
602,2023-10-02,Russia Reportedly Using Artificial Intelligence in Disinformation Campaigns to Erode Western Support for Ukraine,"RUS, USA"
603,2021-07-02,Algorithmic Allocation of Resources in Healthcare for Disabled and Elderly Care Services Allegedly Harming Patients,USA
604,2023-04-14,Quebec Man Sentenced for Having Used Deepfake Technology to Create Synthetic Child Pornography,CAN
605,2021-08-01,North Carolina Psychiatrist Used Artificial Intelligence to Produce Images of Child Sex Abuse,USA
606,2023-10-02,Deepfaked Advertisements Using the Likenesses of Celebrities Such as Tom Hanks and Gayle King Without Their Consent,Unknown
607,2023-11-09,Deepfake Video Circulating of British Labour Leader Keir Starmer Touting an Investment Scheme,GBR
608,2023-02-28,UnitedHealth Accused of Deploying  Allegedly Flawed AI to Deny Medical Coverage,USA
609,2023-08-16,Flawed AI in Google Search Reportedly Misinforms about Geography,USA
610,2023-09-17,Purported Deepfake Technology Was Reportedly Used to Generate Naked Pictures of Underage Girls in Spanish Town,ESP
611,2021-12-06,UK Government AI Allegedly Targets Disproportionate Numbers of Certain Nationals for Fraud Review,GBR
612,2023-10-31,Microsoft AI Poll Allegedly Causes Reputational Harm of The Guardian Newspaper,USA
613,2023-11-23,AI-Generated Images Available through Adobe Stock Misrepresent Real-World Events,Unknown
614,2023-11-02,Google Bard Allegedly Generates False Allegations Against Consulting Firms Used in Research Presented in Australian Parliamentary Inquiry,"AUS, USA"
615,2023-06-13,Colorado Lawyer Filed a Motion Citing Hallucinated ChatGPT Cases,USA
616,2023-11-27,Sports Illustrated Is Alleged to Have Used AI to Invent Fake Authors and Their Articles,Unknown
617,2023-11-09,"Male student allegedly used AI to generate nude photos of female classmates at a high school in Issaquah, Washington",USA
618,2023-12-14,Navy Federal Credit Union Faces Allegations of Racial Bias in Mortgage Approvals,Unknown
619,2023-12-20,Rite Aid Facial Recognition Disproportionately Misidentified Minority Shoppers as Shoplifters,Unknown
620,2021-11-10,A Robot at a Tesla Factory in Texas Allegedly Injured an Engineer,USA
621,2023-11-10,Microsoft AI Is Alleged to Have Generated Violent Imagery of Minorities and Public Figures,USA
622,2023-12-18,Chevrolet Dealer Chatbot Agrees to Sell Tahoe for $1,USA
623,2023-12-12,Google Bard Allegedly Generated Fake Legal Citations in Michael Cohen Case,USA
624,2023-12-20,Child Sexual Abuse Material Taints Image Generators,DEU
625,2024-01-12,Proliferation of Products on Amazon Titled with ChatGPT Error Messages,USA
626,2023-12-26,Social Media Scammers Used Deepfakes of Taylor Swift and Several Other Celebrities in Fraudulent Le Creuset Cookware Giveaways,Unknown
627,2024-01-09,Unauthorized AI Impersonation of George Carlin Used in Comedy Special,USA
628,2024-01-21,Fake Biden Voice in Robocall Misleads New Hampshire Democratic Voters in 2024 Primary Election,USA
629,2023-07-11,Shein Accused of AI-Driven Art Theft on Merchandise,CHN
630,2022-01-22,Alleged Macy's Facial Recognition Error Leads to Wrongful Arrest and Subsequent Sexual Assault in Jail,USA
631,2024-01-18,Chatbot for DPD Malfunctioned and Swore at Customers and Criticized Its Own Company,FRA
632,2024-01-24,Significant Increase in Deepfake Nudes of Taylor Swift Circulating on Social Media,Unknown
633,2024-01-28,Nine Network's AI Alters Lawmaker Georgie Purcell's Image Inappropriately,Unknown
634,2024-02-02,Alleged Deepfake CFO Scam Reportedly Costs Multinational Engineering Firm Arup $25 Million,CHN
635,2024-01-30,AI-Generated Fake News Targets Black Celebrities on YouTube,Unknown
636,2024-02-14,AI Romance Apps Reportedly Compromise User Privacy for Data Harvesting,USA
637,2024-01-31,Gunshot Detection Technology ShotSpotter (now SoundThinking) Reportedly Only Has 47% Accuracy in Chicago System,USA
638,2022-05-16,Fatal Crash Involving Tesla Full Self-Driving Claims Employee's Life,USA
639,2022-11-11,"Air Canada Chatbot Reportedly Provides Inaccurate Bereavement Fare Information, Leading to Customer Overpayment",CAN
640,2023-12-11,Waymo Software Flaw Reportedly Leads to Double Collision with Tow Truck,USA
641,2024-02-20,Nonconsensual Deepfake Porn of Bobbi Althoff Spreads Rapidly on X,USA
642,2024-02-20,ChatGPT Glitch Disrupts User Interactions with Nonsensical Outputs,USA
643,2024-02-13,Purported Deepfake Video Allegedly Claims Kyiv's Assassination Plan Against President Emmanuel Macron,"FRA, RUS, UKR"
644,2024-02-18,Alleged State-Sponsored Hackers Escalate Purported Phishing Attacks Using Artificial Intelligence,"CHN, IRN, KOR, RUS"
645,2024-02-21,Seeming Pattern of Gemini Bias and Sociotechnical Training Failures Harm Google's Reputation,USA
646,2024-02-22,Snapchat's Algorithm Alleged to Link Minor with Sex Offenders,USA
647,2024-02-06,A Self-Driving Waymo Robotaxi Reportedly Collided with a Bicyclist,USA
648,2024-02-07,"Alleged Deepfake Audio of Imran Khan Calls for Election Boycott, Misleading Pakistan Voters",PAK
649,2024-02-14,Deepfake Audio Falsely Attributes Controversial Remarks to Keir Starmer About the Rochdale Azhar Ali Crisis,Unknown
650,2024-03-04,AI-Generated Images of Trump with Black Voters Spread as Disinformation Before U.S. Primary Elections,USA
651,2023-12-06,Students at a Beverly Hills Middle School Allegedly Created and Shared Deepfake Nudes of Their Classmates,USA
652,2023-12-06,Two Florida Middle School Students Arrested Under New Law for Allegedly Having Made and Shared Deepfake Nudes of Their Classmates,USA
653,2019-01-01,Two Investment Firms Charged with Making False Claims of Artificial Intelligence Capabilities in Case of AI Washing,USA
654,2024-03-06,Microsoft Copilot Designer Reportedly Generated Inappropriate AI Images,USA
655,2024-01-11,Scams Reportedly Impersonating Wealthy Investors Proliferating on Facebook,USA
656,2024-03-23,Purported Deepfake Disinformation Aired on Russian State TV Allegedly Linking Ukraine to Moscow Attack,"RUS, UKR"
657,2024-01-30,ChatGPT Account Compromise Leads to Unintended Data Exposure,USA
658,2024-03-22,The Arizona Agenda Produced a Deepfake of Kari Lake Advocating for the Publication Without Her Consent,USA
659,2023-10-07,Mass Facial Recognition Program in Gaza Reportedly Used by Israeli Forces to Identify Palestinians,ISR
660,2024-03-21,Investigation Reports Unauthorized Deepfake Pornography Harms Thousands of Celebrities,GBR
661,2024-03-26,Leonardo AI's Platform Alleged to Have Been Used for Creating Nonconsensual Celebrity Deepfakes,"AUS, USA"
662,2024-04-02,Washington State's Lottery AI Site Reportedly Generates Inappropriate User Image,USA
663,2024-04-05,China Reportedly Intensifying AI to Spread Disinformation to U.S. and Taiwanese Voters,"CHN, RUS"
664,2024-02-17,Deepfake Generated by the Lincoln Project of Trump's Father Used in Political Attack Ad,USA
665,2024-04-02,Facial Recognition Misidentification at New World Westend in New Zealand,NZL
666,2023-12-29,Presidency of Moldova Reportedly Refutes Purported Deepfake Video Slandering President Maia Sandu,RUS
667,2023-12-16,Manipulated Deepfake Video of Lai Ching-te Endorsing Rivals in Lead-up to January Presidential Elections,CHN
668,2023-12-27,Proliferation of Deepfakes Disrupting 2024 Lok Sabha Elections,IND
669,2024-02-11,Deepfake of Long-Deceased Suharto Circulating in Run-up to February 2024 Indonesian Elections,IDN
670,2024-01-23,Deepfakes of Deceased Indian Politicians for Election Campaigning Are Increasingly Being Deployed,IND
671,2024-02-08,Many Purported Political Deepfakes Reportedly Circulating in Run-up to 2024 Pakistani General Elections,PAK
672,2024-04-03,'Lavender' and 'The Gospel' AI Systems Reportedly Used in Gaza Targeting Operations with Civilian Harm Allegations,ISR
673,2024-02-19,Deepfakes Circulating and Eroding Electoral Integrity in the Lead-up to 2024 South Korean legislative election,KOR
674,2024-03-14,Manipulated Media via AI Disinformation and Deepfakes in 2024 Elections Erode Trust Across More Than 50 Countries,"CHN, RUS, TWN, USA"
675,2024-01-15,High School Athletic Director in Baltimore County Allegedly Created Racist Deepfake Audio Impersonating Principal,USA
676,2024-04-24,Alleged Deepfake Audio Depicts Philippines President Ferdinand Marcos Jr. Ordering Military Action,"CHN, PHL"
677,2024-04-29,ChatGPT and Perplexity Reportedly Manipulated into Breaking Content Policies in AI Boyfriend Scenarios,"CHN, USA"
678,2024-04-29,ChatGPT Factual Errors Lead to Filing of Complaint of GDPR Privacy Violation ,USA
679,2023-02-20,A Purported Deepfake of Senator Elizabeth Warren Circulates Allegedly Saying Republicans Should Not Vote,"CHN, USA"
680,2024-03-01,"Russia-Linked AI CopyCop Site Identified as Modifying and Producing at Least 19,000 Deceptive Reports","RUS, USA"
681,2023-07-17,Never Back Down Super PAC for Ron DeSantis Uses AI Donald Trump Voice in Attack Ad Against Kim Reynolds,USA
682,2024-02-01,GOP Pollster Reportedly Shares Purportedly AI-Generated Images to Fabricate Appearance of Black Voter Support,Unknown
683,2024-03-28,Scammers Using Deepfakes of Women's Faces and Voices for False and Offensive Advertisements,"CHN, RUS, USA"
684,2024-04-04,Google Books Appears to Be Indexing Works Written by AI,USA
685,2024-04-24,The WHO's S.A.R.A.H. Bot Reported to Provide Inconsistent and Inadequate Health Information,CHE
686,2024-04-03,Meta AI Image Generator Reportedly Fails to Accurately Represent Interracial Relationships,USA
687,2024-04-08,Deepfake Porn Sites Use Breeze Liu's Image Without Consent,Unknown
688,2024-05-20,Scarlett Johansson Alleges OpenAI's Sky Imitates Her Voice Without Licensing,USA
689,2024-03-26,"Holmen, Wisconsin Man Allegedly Used Stable Diffusion to Create and Then Share Sexually Explicit Images Depicting Minors","GBR, USA"
690,2024-03-26,ISIS Utilizes AI for Propaganda Videos in News Harvest Program,USA
691,2024-05-25,Facewatch Reported to Have Wrongfully Flagged Home Bargains Customer as Shoplifter,GBR
692,2024-02-01,London Metropolitan Police's Facial Recognition Technology Reportedly Misidentified Shaun Thompson as Suspect Leading to Arrest,GBR
693,2024-05-14,Google AI Reportedly Delivering Confidently Incorrect and Harmful Information,USA
694,2023-04-25,Purported Republican AI Ad Reportedly Depicts Dystopian Future After Biden Reelection Announcement,USA
695,2023-05-24,Donald Trump's Presidential Campaign Released Deepfakes Attacking Ron DeSantis,USA
696,2024-02-14,Meta's AI Ad Platform Reportedly Causes Overspending and Poor Performance,USA
697,2023-06-23,Purported Deepfake Image Allegedly Circulating of Donald Trump with Underage Girl at Jeffrey Epstein's Private Island,Unknown
698,2023-09-02,Deepfake Video of Ron DeSantis Dropping Out of 2024 Presidential Race Circulating,Unknown
699,2024-05-23,VA Suicide Prevention Algorithm REACH VET Reportedly Prioritizes Men Over Women Veterans,USA
700,2024-05-20,Meta's AI Chatbots Are Reportedly Entering Online Support Communities Uninvited,USA
701,2024-05-29,American Asylum Seeker John Mark Dougan in Russia Reportedly Spreads Disinformation via AI Tools and Fake News Network,"RUS, USA"
702,2024-05-31,Disinformation Deepfake Circulates of State Department Spokesman Matthew Miller Suggesting Belgorod Can Be Attacked with U.S. Weapons,"RUS, UKR, USA"
703,2024-01-13,Purported Deepfake Audio Reportedly Sparks False Claims of Biden Threatening Texas with F-15s,USA
704,2024-05-23,Study Highlights Persistent Hallucinations in Legal AI Systems,Unknown
705,2024-06-08,"Turkish Student in Isparta Allegedly Uses AI to Cheat on Exam, Leading to Arrest","TUR, USA"
706,2024-04-01,Scammers Using AI to Impersonate Small Businesses,USA
707,2024-06-13,"Tesla Reportedly in Autopilot Mode Hits Parked Police Vehicle in Fullerton, California",USA
708,2024-05-26,Reportedly Faulty AI Transcription Threatens Integrity of Genoa Bribery Probe,ITA
709,2023-05-28,Unrepresented Litigant Misled by ChatGPT-Generated False Legal Citations in Manchester Court,USA
710,2024-04-15,Facebook AI Reportedly Mislabels Auschwitz Photos as 'Bullying' and 'Nudity',USA
711,2024-04-26,NHTSA Opens New Probe into Tesla’s Autopilot Following More than a Dozen Fatal Accidents,USA
712,2024-04-26,Meta AI Hallucinates Harassment Allegations Against New York Politicians,USA
713,2023-02-27,Purported Deepfake Video Falsely Depicts Biden Announcing National Draft for Ukraine,Unknown
714,2024-03-29,Microsoft-Powered New York City Chatbot Advises Illegal Practices,USA
715,2024-03-01,Over 400 Purportedly AI-Driven Scams Reportedly Led to $8M Loss for Australians in 2023,Unknown
716,2021-04-21,Algorithmic Staffing Failures Linked to Resident Deaths at Leading Assisted-Living Chain Brookdale,USA
717,2024-03-01,Fake AI-Generated Law Firms Sent Fake DMCA Notices to Increase SEO,Unknown
718,2024-04-06,"OpenAI, Google, and Meta Alleged to Have Overstepped Legal Boundaries for Training AI",USA
719,2024-04-04,Grok AI on X Created and Promoted False Iran Missile Strike News,USA
720,2023-02-27,Deepfake Video Targets Paul Vallas on Eve of Chicago Mayoral Election,USA
721,2024-06-04,Reported Use of Purportedly AI-Generated Student Accounts in Online College Courses,Unknown
722,2024-04-25,"Catholic AI Chatbot 'Father Justin' Claimed to Be a Real Priest, Prompting Retraction",USA
723,2024-05-13,Instagram Algorithms Reportedly Directed Children's Merchandise Ad Campaign to Adult Men and Sex Offenders,USA
724,2024-06-12,Purportedly AI-Generated Papers Are Alleged to Have Manipulated Scopus Rankings in Top Philosophy Journals,USA
725,2024-03-14,Cartels Reportedly Using AI to Expand Operations into Financial Fraud and Human Trafficking,Unknown
726,2023-10-02,A Self-Driving Cruise Robot Taxi Reportedly Struck and Dragged a Pedestrian 20 Feet,USA
727,2024-04-01,Synthetic Voice 'Olesya' by Storm-1516 Falsely Accuses Ukraine in U.S. Election Disinformation Campaign,RUS
728,2024-05-16,AI Firm Lovo Accused of Illegally Replicating Voice Actors' Voices,USA
729,2024-05-14,GPT-4o's Chinese Tokens Reportedly Compromised by Spam and Pornography Due to Inadequate Filtering,"CHN, USA"
730,2024-04-01,AI Deepfakes for Voter Outreach Flood Indian Elections,IND
731,2023-12-01,Purportedly Hallucinated Software Packages with Potential Malware Reportedly Downloaded Thousands of Times by Developers,"CHN, USA"
732,2024-02-12,Whisper Speech-to-Text AI Reportedly Found to Create Violent Hallucinations,USA
733,2024-06-09,Auto Insurers Allegedly Are Surreptitiously Collecting and Scoring Driver Data,USA
734,2024-06-18,Leading AI Models Reportedly Found to Mimic Russian Disinformation in 33% of Cases and to Cite Fake Moscow News Sites,"FRA, RUS, USA"
735,2024-06-22,AI-Enabled Fraud Schemes Reportedly Increasing Consumer Harm and Challenging Detection,USA
736,2023-12-01,Underground Market for LLMs Powers Malware and Phishing Scams,USA
737,2024-04-16,Amandine Le Pen Deepfake Account Misleads Thousands on TikTok,CHN
738,2024-06-23,"Department for Work and Pensions (DWP) Algorithm Wrongly Flags 200,000 for Housing Benefit Fraud",GBR
739,2024-06-27,Scammers Allegedly Use Deepfake of Hong Kong Entertainer Andy Lau to Steal NT$2.64 Million from Fan,"CHN, TWN, USA"
740,2024-07-10,Department for Work and Pensions (DWP) AI Systems Allegedly Discriminate Against Single Mothers,GBR
741,2023-10-02,Robin Williams's Voice Deepfaked Without Consent,Unknown
742,2024-07-13,Grok AI Model Reportedly Fails to Produce Reliable News in Wake of Trump Assassination Attempt,USA
743,2024-07-16,Gemini AI Allegedly Reads Google Drive Files Without Explicit User Consent,USA
744,2024-06-25,"AI Work Assistants Require More Effort Than Expected, CIOs Say",USA
745,2024-07-02,Figma Disables AI Feature After Accusations of Copying Apple’s Weather App,USA
746,2024-05-15,Class Action Lawsuit Over Alleged Defects in Volkswagen's AI-Driven AEB Systems,USA
747,2024-07-18,Fatalities Reportedly Occur Despite VioGén Algorithm's Low or Negligible Risk Scores,ESP
748,2024-06-19,Erroneous Declined Transaction Notification by PayPal AI Assistant,USA
749,2024-05-31,Hoodline Accused of Misleadingly Attributing AI-Generated Articles to Human Authors,USA
750,2024-07-22,AI Chatbots Reportedly Inaccurately Conveyed Real-Time Political News,USA
751,2024-07-25,SearchGPT Reportedly Misleads Users with Incorrect Festival Dates in Demo,USA
752,2024-07-07,AI-Generated Obituaries Are Reportedly Intensifying Grief for Bereaved Families,Unknown
753,2024-06-06,BNN Breaking's AI-Driven Errors Reportedly Damage Reputations and Spread Misinformation,IRL
754,2024-07-01,Female Politicians in the United Kingdom Reportedly Victimized by Purported Deepfake Pornography,GBR
755,2024-07-03,Purported Deepfake Targets Olena Zelenska in Alleged Russian Disinformation Campaign,"FRA, RUS, UKR"
756,2024-07-26,Deepfake of Kamala Harris Saying Damaging Comments Circulates on X and Is Amplified by Elon Musk,USA
757,2024-07-01,OpenAI's ChatGPT Mac App Stored User Data in Unencrypted Text Files,USA
758,2023-09-11,Teen's Overdose Reportedly Linked to Meta's AI Systems Failing to Block Ads for Illegal Drugs,USA
759,2021-02-05,AI-Generated Deepfakes Reportedly Derailed Political Career of Florida Official,USA
760,2024-07-21,False Election Data on Kamala Harris Reportedly Circulated via Grok AI Chatbot,USA
761,2024-08-08,TikTok AI System Used to Amplify Election Disinformation by Foreign Networks,"CHN, IRN, NGA, VNM"
762,2024-08-14,Grok AI Reportedly Generates Offensive and Violent Images Without Proper Safeguards,USA
763,2024-08-13,Grok AI Chatbot Reportedly Spreads Unfounded Rumors About Trump’s Dentures,USA
764,2024-06-26,Cody Enterprise Reporter Resigns After Admitting to AI-Generated Fake Quotes,USA
765,2024-03-14,22 Students at Richmond-Burton Community High School in Illinois Targeted by Deepfake Nudes,USA
766,2024-08-18,Trump Reportedly Shares Purportedly AI-Generated Images Falsely Suggesting Taylor Swift Endorsement,USA
767,2024-08-18,AI Image of Kamala Harris at DNC with Communist Flags Circulated by Trump,"RUS, USA"
768,2023-03-11,ChatGPT Implicated in Samsung Data Leak of Source Code and Meeting Notes,USA
769,2018-04-20,Investigative Journalist Rana Ayyub Targeted by AI-Generated Deepfake Pornography,Unknown
770,2024-08-16,Microsoft Copilot Falsely Accuses Journalist Martin Bernklau of Crimes,USA
771,2020-02-06,Noelle Martin Deepfaked Without Consent in AI-Generated Pornography,"AUS, RUS"
772,2020-06-08,Kristen Bell Deepfaked in Non-Consensual AI-Generated Pornography,Unknown
773,2024-08-20,Chatbot in Workplace Training at Bunbury Prison Reveals Real Names in Sexual Harassment Case,"AUS, USA"
774,2024-05-30,"Covert AI Influence Operations Linked to Russia, China, Iran, and Israel, OpenAI Reports","CHN, IRN, ISR, RUS, USA"
775,2024-09-02,Elon Musk Reportedly Shared an AI-Generated Image Depicting Kamala Harris Dressed as a Communist Ruler,USA
776,2024-08-21,Megalopolis Trailer Included Fake AI-Generated Quotes Attributed to Film Critics,Unknown
777,2024-08-28,South Korea Experiences a Surge of Explicit Deepfake Pornography,KOR
778,2024-09-04,Amazon's Alexa Reportedly Shows Political Preference Error in Trump-Harris Presidential Race Queries,USA
779,2024-09-04,Music Producer Arrested for Allegedly Using AI-Generated Songs in $10 Million Streaming Scam,Unknown
780,2024-08-23,Joint Base Elmendorf-Richardson Soldier Faces Allegations of Using AI to Generate Child Pornography,USA
781,2024-09-03,Clearview AI Faces $33.7 Million Fine for Violating GDPR with Biometric Data Harvesting,USA
782,2024-09-09,AI 'Nudify' Apps Used as Tools for Blackmail and Extortion,Unknown
783,2024-05-21,WiseTech Global CEO Richard White Reportedly Deepfaked in Multiple Attempts to Scam Staffers,Unknown
784,2024-04-23,Child Predators Are Reportedly Generating Deepfake Nudes of Children to Extort Them,Unknown
785,2024-09-08,ESPN's AI Coverage Overlooks Alex Morgan in Her Final Match Recap,USA
786,2022-09-07,Fraudsters Use Deepfake Video of Tim Cook to Promote Apple Crypto Scam on YouTube,Unknown
787,2024-03-01,Deepfake ID Sales Allegedly Persist as OnlyFake Reportedly Relaunches with New Fraud Tools,Unknown
788,2024-06-20,Instagram's Algorithm Reportedly Recommended Sexual Content to Teenagers' Accounts,USA
789,2024-06-12,Independent News Sites Flagged as Spam by Facebook's AI Moderation System,USA
790,2024-06-21,Unrestricted AI Avatar Tool Accidentally Released by TikTok Permits Recitation of Hitler Quotes and Other Harmful Speech,CHN
791,2024-09-09,Google AI Error Prompts Parents to Use Fecal Matter in Child Training Exercise,USA
792,2024-04-19,Unauthorized Use of AI to Replicate Tupac Shakur's and Snoop Dogg's Voices in Drake's 'Taylor Made Freestyle',Unknown
793,2024-07-01,AllHere's Chatbot 'Ed' Fails and Costs Los Angeles Unified School District $6 Million,USA
794,2024-08-13,Reported Glitch in Waymo Self-Driving Cars Purportedly Triggers Regular All-Night Honking in San Francisco,USA
795,2024-08-14,Deepfake Elon Musk Videos Have Reportedly Contributed to Billions in Fraud,Unknown
796,2024-06-01,Facebook's Content Moderation System Flagged and Removed Emergency Updates as Spam During Wildfires,USA
797,2024-06-07,Teenager Makes Deepfake Pornography of 50 Girls at Bacchus Marsh Grammar School in Australia,AUS
798,2024-06-29,Australian Schools Grappling with Significant Spread of Non-Consensual Spread of Deepfake Pornography of Students,AUS
799,2023-10-15,Aledo High School Student Allegedly Generates and Distributes Deepfake Nudes of Seven Female Classmates,USA
800,2024-09-03,53% of American and British Businesses Report Attacks by AI-Powered Deepfake Scams in 2024,"GBR, USA"
801,2024-09-02,Bias in AI Deepfake Detection Undermines Election Security in Global South,"GBR, USA"
802,2024-09-13,Purported Deepfake of Brian May Allegedly Exploited in Scam Offering Fake Queen Backstage Tickets,Unknown
803,2024-05-14,"Facebook's Algorithm Reportedly Amplifies AI-Generated Content, Fueling Misleading Posts",USA
804,2024-07-30,AI-Generated Fake 'True Crime' Video About Non-Existent Littleton Murder Goes Viral,Unknown
805,2024-09-19,Senator Ben Cardin Reportedly Received a Purported Deepfake Zoom Call Impersonating Former Ukrainian Foreign Minister Dmytro Kuleba,UKR
806,2024-09-13,"Criminal Group Uses AI Deepfake Technology to Steal Personal Data in Hangzhou, Zhejiang",CHN
807,2024-09-25,ChatGPT Reportedly Introduces Errors in Critical Child Protection Court Report,"AUS, USA"
808,2024-10-11,Infinite Campus AI-Driven Student Risk Model Leads to Cuts in Support for Nevada's Low-Income Schools,USA
809,2024-04-07,TikTok Hosts AI-Generated English-Language Hitler Speeches with Millions of Views,GBR
810,2024-07-29,TikTok Network Amplifies AI-Generated Nazi Propaganda and Hate Speech,Unknown
811,2024-10-02,AI-Powered Transcription Services Allegedly Leak Confidential Workplace Discussions,Unknown
812,2023-12-11,Deepfake Nudes Targeting Underage Female Students at Collège Béliveau in Winnipeg Shared Online,Unknown
813,2024-09-19,Starship Technologies Delivery Robot Reportedly Injures Arizona State University Employee,"EST, USA"
814,2024-10-02,AI Avatar of Murder Victim Created Without Consent on Character.ai Platform,USA
815,2024-10-06,Police Use of Facial Recognition Software Causes Wrongful Arrests Without Defendant Knowledge,USA
816,2019-11-29,Cross-Jurisdictional Facial Recognition Misidentification by NYPD Leads to Wrongful Arrest and Four-Year Jail Time in New Jersey,USA
817,2024-09-24,Purportedly AI-Generated Images Reportedly Spread Misinformation During Hurricane Helene Response,Unknown
818,2024-09-28,Jennifer Aniston’s Likeness Allegedly Exploited in Purported Deepfake Collagen Supplement Promotion,Unknown
819,2024-10-09,ProKYC Tool Allegedly Facilitates Deepfake-Based Account Fraud on Cryptocurrency Exchanges,Unknown
820,2024-10-15,Alleged AI-Generated Photo Alteration Leads to Inappropriate Modifications in Speaker's Conference Picture,Unknown
821,2024-07-07,Baidu Robotaxi Allegedly Involved in Collision with Pedestrian in Wuhan,CHN
822,2024-10-15,Algorithmic Bias in French Welfare System Allegedly Discriminates Against Marginalized Groups,FRA
823,2024-05-03,Cybercheck Tool Allegedly Provides Questionable Evidence in Murder Trials,USA
824,2024-10-16,Purported Deepfake Allegedly Misattributes Claims to Former Student in Attack on Vice-Presidential Candidate Tim Walz,"RUS, USA"
825,2024-10-08,AI News Site Hoodline San Jose Erroneously Misidentifies San Mateo District Attorney as Murder Suspect,Unknown
826,2024-02-28,Character.ai Chatbot Allegedly Influenced Teen User Toward Suicide Amid Claims of Missing Guardrails,USA
827,2024-10-26,AI Transcription Tool Whisper Reportedly Inserting Fabricated Content in Medical Transcripts,USA
828,2024-10-13,Uruguayan TV Program Santo y Seña Uses a Deepfake of Political Candidate Yamandú Orsi Without His Consent,Unknown
829,2024-02-05,Facial Recognition System in Buenos Aires Triggers Police Checks Based on False Matches,ARG
830,2024-04-07,Error-Prone AI Accessibility Tools Reportedly Lead to Navigation Issues for Blind Internet Users,USA
831,2024-10-23,NYC Subway AI Weapons Scanners Yield High False Positive Rate and Detect No Guns in Month-Long Pilot Test,USA
832,2024-04-06,Reportedly Viral AI-Generated Song about 'Diddy Party' Allegedly Mimics Justin Bieber,CHN
833,2024-10-21,Polish Radio Station Replaces Human Hosts with AI-Generated Presenters to Simulate Interviewing Deceased Poet Wisława Szymborska,"AUS, USA"
834,2024-07-04,China Targets AI-Driven Fraud and Deepfake Scandals with New Crackdowns,CHN
835,2024-08-06,Purportedly AI-Manipulated Synthetic Media Allegedly Fuels False Reports of Natural Disasters and Accidents in China,CHN
836,2024-07-23,Sichuan Province Beset by Numerous Fabricated AI-Generated Reports of Disasters and Crises,Unknown
837,2024-11-02,Reportedly Fake CNN Broadcast Allegedly Used to Spread False Texas Election Results,USA
838,2024-04-25,Microsoft Copilot Allegedly Provides Unsafe Medical Advice with High Risk of Severe Harm,USA
839,2024-10-07,Purportedly AI-Driven Phishing Scam Uses Spoofed Google Call to Attempt Gmail Breach of Security Expert,Unknown
840,2024-09-18,AI-Generated Media Reportedly Used in Russian Disinformation Campaign in Moldova,RUS
841,2024-10-01,Purportedly AI-Manipulated Video Allegedly Targets Moldovan Economic Development Minister Dumitru Alaiba in Election Disinformation Campaign,RUS
842,2024-05-24,Reportedly Hacked AI-Powered Robot Vacuums Allegedly Used for Surveillance and Harassment,CHN
843,2024-11-20,Generative AI Plagiarism Incident at Hingham High School Reportedly Tied to Inaccurate Citation Outputs from Grammarly AI,USA
844,2022-05-25,SafeRent AI Screening Tool Allegedly Discriminated Against Housing Voucher Applicants,USA
845,2024-11-13,Google's Gemini Allegedly Generates Threatening Response in Routine Query,USA
846,2021-10-06,Social Media Algorithms Amplified Disinformation Campaign in Honduras Election,USA
847,2024-04-14,"Brake Failure in Reportedly AI-Driven Tram Leads to Multiple Injuries in Saint Petersburg, Russia",RUS
848,2024-10-18,"High School Student in Córdoba, Argentina Accused of Using AI to Generate Explicit Images of Classmates",ARG
849,2024-10-18,AI Detection Tools Allegedly Misidentify Neurodivergent and ESL Students' Work as AI-Generated in Academic Settings,USA
850,2024-10-24,Character.ai Chatbots Allegedly Misrepresent George Floyd on User-Generated Platform,USA
851,2024-10-25,Salt Lake City Police Chief Mike Brown's Voice and Image Misused in AI-Generated Scam,Unknown
852,2024-11-01,Alleged Fake Citations Undermine Expert Testimony in Minnesota Deepfake Law Case,USA
853,2024-02-03,Two Passengers Report Feeling Trapped in Waymo Car During Sensor Obstruction,USA
854,2024-09-30,Waymo Driverless Taxi Allegedly Stalled During Pedestrian Harassment Incident in San Francisco,USA
855,2024-11-30,Names Linked to Defamation Lawsuits Reportedly Spur Filtering Errors in ChatGPT's Name Recognition,USA
856,2024-09-15,Purportedly AI-Generated Audio Allegedly Fabricates Biden's Admission of Role in Pakistani Political Crisis,"PAK, USA"
857,2024-11-25,"Navigation App Allegedly Directs Car Over Damaged Bridge in Uttar Pradesh, Resulting in Three Deaths",USA
858,2024-09-19,"Deepfake Reportedly Used in Attempted Real Estate Fraud in Hallandale Beach, Florida",USA
859,2024-10-30,AI Models Reportedly Found to Provide Misinformation on Election Processes in Spanish,"FRA, USA"
